Type,Count,Size,Threshold,Architecture,Mode
Disassembled,6220974,64,80,CS_ARCH_M68K,CS_MODE_M68K_030
Inflated,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_030
Both,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_030
Total,10000000,64,80,CS_ARCH_M68K,CS_MODE_M68K_040
Disassembled,6377440,64,80,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,64,80,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,6374378,64,80,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,64,80,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,64,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,3653349,64,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,64,80,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,64,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,64,80,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,64,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,2129995,64,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,64,80,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,10000000,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,64,80,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,64,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,1701234,64,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,64,80,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,4661166,64,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,64,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,64,80,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SH2
Disassembled,6888772,64,80,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SH2
Both,0,64,80,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SH3
Disassembled,7814649,64,80,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SH3
Both,0,64,80,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SH4
Disassembled,7952474,64,80,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SH4
Both,0,64,80,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,7999166,64,80,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SH4A
Both,0,64,80,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,8579407,64,80,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,64,80,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,64,80,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,8730878,64,80,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,64,80,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,64,80,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Disassembled,606750,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Inflated,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Both,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Total,10000000,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Disassembled,1899488,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Inflated,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Both,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Total,10000000,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Disassembled,1920717,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Inflated,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Both,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Total,10000000,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Disassembled,1954199,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Inflated,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Both,0,64,80,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Total,10000000,64,75,CS_ARCH_ARM,CS_MODE_ARM
Disassembled,9507044,64,75,CS_ARCH_ARM,CS_MODE_ARM
Inflated,0,64,75,CS_ARCH_ARM,CS_MODE_ARM
Both,0,64,75,CS_ARCH_ARM,CS_MODE_ARM
Total,10000000,64,75,CS_ARCH_ARM,CS_MODE_THUMB
Disassembled,9999872,64,75,CS_ARCH_ARM,CS_MODE_THUMB
Inflated,50197,64,75,CS_ARCH_ARM,CS_MODE_THUMB
Both,26161,64,75,CS_ARCH_ARM,CS_MODE_THUMB
Total,10000000,64,75,CS_ARCH_ARM,CS_MODE_MCLASS
Disassembled,9507180,64,75,CS_ARCH_ARM,CS_MODE_MCLASS
Inflated,0,64,75,CS_ARCH_ARM,CS_MODE_MCLASS
Both,0,64,75,CS_ARCH_ARM,CS_MODE_MCLASS
Total,10000000,64,75,CS_ARCH_ARM,CS_MODE_V8
Disassembled,5384563,64,75,CS_ARCH_ARM,CS_MODE_V8
Inflated,0,64,75,CS_ARCH_ARM,CS_MODE_V8
Both,0,64,75,CS_ARCH_ARM,CS_MODE_V8
Total,10000000,64,75,CS_ARCH_MIPS,CS_MODE_32
Disassembled,2135074,64,75,CS_ARCH_MIPS,CS_MODE_32
Inflated,0,64,75,CS_ARCH_MIPS,CS_MODE_32
Both,0,64,75,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,64,75,CS_ARCH_MIPS,CS_MODE_64
Disassembled,7896231,64,75,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,64,75,CS_ARCH_MIPS,CS_MODE_64
Both,0,64,75,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,64,75,CS_ARCH_X86,CS_MODE_32
Disassembled,10000000,64,75,CS_ARCH_X86,CS_MODE_32
Inflated,0,64,75,CS_ARCH_X86,CS_MODE_32
Both,0,64,75,CS_ARCH_X86,CS_MODE_32
Total,10000000,64,75,CS_ARCH_X86,CS_MODE_64
Disassembled,9999115,64,75,CS_ARCH_X86,CS_MODE_64
Inflated,0,64,75,CS_ARCH_X86,CS_MODE_64
Both,0,64,75,CS_ARCH_X86,CS_MODE_64
Total,10000000,64,75,CS_ARCH_PPC,CS_MODE_32
Disassembled,6980823,64,75,CS_ARCH_PPC,CS_MODE_32
Inflated,0,64,75,CS_ARCH_PPC,CS_MODE_32
Both,0,64,75,CS_ARCH_PPC,CS_MODE_32
Total,10000000,64,75,CS_ARCH_PPC,CS_MODE_64
Disassembled,6984455,64,75,CS_ARCH_PPC,CS_MODE_64
Inflated,0,64,75,CS_ARCH_PPC,CS_MODE_64
Both,0,64,75,CS_ARCH_PPC,CS_MODE_64
Total,10000000,64,75,CS_ARCH_PPC,CS_MODE_QPX
Disassembled,7107214,64,75,CS_ARCH_PPC,CS_MODE_QPX
Inflated,0,64,75,CS_ARCH_PPC,CS_MODE_QPX
Both,0,64,75,CS_ARCH_PPC,CS_MODE_QPX
Total,10000000,64,75,CS_ARCH_PPC,CS_MODE_PS
Disassembled,8127622,64,75,CS_ARCH_PPC,CS_MODE_PS
Inflated,0,64,75,CS_ARCH_PPC,CS_MODE_PS
Both,0,64,75,CS_ARCH_PPC,CS_MODE_PS
Total,10000000,64,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Disassembled,6741027,64,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Disassembled,9981868,64,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Disassembled,6923383,64,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_000
Disassembled,6923386,64,75,CS_ARCH_M68K,CS_MODE_M68K_000
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_000
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_000
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_010
Disassembled,6964265,64,75,CS_ARCH_M68K,CS_MODE_M68K_010
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_010
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_010
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_020
Disassembled,8606025,64,75,CS_ARCH_M68K,CS_MODE_M68K_020
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_020
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_020
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_030
Disassembled,8599792,64,75,CS_ARCH_M68K,CS_MODE_M68K_030
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_030
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_030
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_040
Disassembled,8702073,64,75,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,64,75,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,8701055,64,75,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,64,75,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,64,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,5894531,64,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,64,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,64,75,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,64,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,4583643,64,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,10000000,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,64,75,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,64,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,5015979,64,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,64,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,64,75,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,64,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,7709227,64,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,64,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,64,75,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SH2
Disassembled,9120010,64,75,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SH2
Both,0,64,75,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SH3
Disassembled,9504029,64,75,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SH3
Both,0,64,75,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SH4
Disassembled,9553428,64,75,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SH4
Both,0,64,75,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,9568373,64,75,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SH4A
Both,0,64,75,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,9746504,64,75,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,64,75,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,64,75,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,9786406,64,75,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,64,75,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,64,75,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Disassembled,2112088,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Inflated,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Both,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Total,10000000,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Disassembled,4555283,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Inflated,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Both,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Total,10000000,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Disassembled,4588164,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Inflated,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Both,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Total,10000000,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Disassembled,4636387,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Inflated,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Both,0,64,75,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Total,10000000,64,70,CS_ARCH_ARM,CS_MODE_ARM
Disassembled,9507031,64,70,CS_ARCH_ARM,CS_MODE_ARM
Inflated,0,64,70,CS_ARCH_ARM,CS_MODE_ARM
Both,0,64,70,CS_ARCH_ARM,CS_MODE_ARM
Total,10000000,64,70,CS_ARCH_ARM,CS_MODE_THUMB
Disassembled,9999983,64,70,CS_ARCH_ARM,CS_MODE_THUMB
Inflated,50057,64,70,CS_ARCH_ARM,CS_MODE_THUMB
Both,26053,64,70,CS_ARCH_ARM,CS_MODE_THUMB
Total,10000000,64,70,CS_ARCH_ARM,CS_MODE_MCLASS
Disassembled,9507475,64,70,CS_ARCH_ARM,CS_MODE_MCLASS
Inflated,0,64,70,CS_ARCH_ARM,CS_MODE_MCLASS
Both,0,64,70,CS_ARCH_ARM,CS_MODE_MCLASS
Total,10000000,64,70,CS_ARCH_ARM,CS_MODE_V8
Disassembled,5385920,64,70,CS_ARCH_ARM,CS_MODE_V8
Inflated,0,64,70,CS_ARCH_ARM,CS_MODE_V8
Both,0,64,70,CS_ARCH_ARM,CS_MODE_V8
Total,10000000,64,70,CS_ARCH_MIPS,CS_MODE_32
Disassembled,2133123,64,70,CS_ARCH_MIPS,CS_MODE_32
Inflated,0,64,70,CS_ARCH_MIPS,CS_MODE_32
Both,0,64,70,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,64,70,CS_ARCH_MIPS,CS_MODE_64
Disassembled,7899913,64,70,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,64,70,CS_ARCH_MIPS,CS_MODE_64
Both,0,64,70,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,64,70,CS_ARCH_X86,CS_MODE_32
Disassembled,10000000,64,70,CS_ARCH_X86,CS_MODE_32
Inflated,0,64,70,CS_ARCH_X86,CS_MODE_32
Both,0,64,70,CS_ARCH_X86,CS_MODE_32
Total,10000000,64,70,CS_ARCH_X86,CS_MODE_64
Disassembled,9999964,64,70,CS_ARCH_X86,CS_MODE_64
Inflated,0,64,70,CS_ARCH_X86,CS_MODE_64
Both,0,64,70,CS_ARCH_X86,CS_MODE_64
Total,10000000,64,70,CS_ARCH_PPC,CS_MODE_32
Disassembled,6984950,64,70,CS_ARCH_PPC,CS_MODE_32
Inflated,0,64,70,CS_ARCH_PPC,CS_MODE_32
Both,0,64,70,CS_ARCH_PPC,CS_MODE_32
Total,10000000,64,70,CS_ARCH_PPC,CS_MODE_64
Disassembled,6983511,64,70,CS_ARCH_PPC,CS_MODE_64
Inflated,0,64,70,CS_ARCH_PPC,CS_MODE_64
Both,0,64,70,CS_ARCH_PPC,CS_MODE_64
Total,10000000,64,70,CS_ARCH_PPC,CS_MODE_QPX
